"","Name","OncoTree1","OncoTree2","Age","PrimaryOrMetastasis","SampleCollectionSite","Sex","Top_Sensitive_Drugs","Bottom_Resistant_Drugs","nb_drugs"
"987","SW1116","Bowel","Colorectal Adenocarcinoma (COADREAD)",73,"Primary","Colon","Male","leptomycin B ; brefeldin A ; CR-1-31B ; canertinib ; 1S-3R-RSL-3 ; neratinib ; austocystin D ; obatoclax (CTR) ; Ch-55 ; bardoxolone methyl","CIL41 ; parthenolide ; BRD8958 ; SB-525334 ; isonicotinohydroxamic acid ; pitstop2 ; BRD-K09344309 ; UNC0321 ; dexamethasone ; dacarbazine (FDA)","159"
"988","SW1417","Bowel","Colorectal Adenocarcinoma (COADREAD)",53,"Primary","Colon","Female","trametinib (FDA) ; panobinostat (FDA) ; AZD8055 (CTR) ; oligomycin A ; leptomycin B ; methotrexate (FDA) ; CR-1-31B ; ouabain ; paclitaxel (FDA) ; SR-II-138A","NPC-26 ; betulinic acid ; ML320 ; BRD-K29313308 ; FQI-2 ; birinapant ; NSC 74859 ; pevonedistat (CTR) ; SGX-523 ; SB-525334","407"
"989","SW1463","Bowel","Colorectal Adenocarcinoma (COADREAD)",66,"Primary","large intestine","Female","1S-3R-RSL-3 ; leptomycin B ; panobinostat (FDA) ; CIL55A ; narciclasine ; erastin ; afatinib (FDA) ; selumetinib (FDA) ; GSK461364 ; CR-1-31B","temozolomide ; hyperforin ; PYR-41 ; FQI-1 ; SKI-II ; IC-87114 ; necrostatin-7 ; BRD-K71781559 ; darinaparsin ; ifosfamide (FDA)","73"
"990","SW403","Bowel","Colorectal Adenocarcinoma (COADREAD)",51,"Primary","Colon","Female",NA,NA,NA
"991","SW48","Bowel","Colorectal Adenocarcinoma (COADREAD)",83,"Primary","Colon","Female","paclitaxel (FDA) ; SB-743921 ; leptomycin B ; doxorubicin (FDA) ; tanespimycin (CTR) ; vincristine (FDA) ; barasertib ; panobinostat (FDA) ; selumetinib (FDA) ; SNX-2112","BRD-K51490254 ; bexarotene ; GDC-0879 ; PRL-3 inhibitor I ; myricetin ; SGX-523 ; BRD-K66532283 ; ML203 ; BRD-K11533227 ; BRD8899","393"
"992","SW480","Bowel","Colorectal Adenocarcinoma (COADREAD)",51,"Primary","lymph node","Male",NA,NA,NA
"993","SW579","Thyroid","Anaplastic Thyroid Cancer (THAP)",59,"Primary","thyroid","Male","ouabain ; dinaciclib ; leptomycin B ; docetaxel (FDA) ; vincristine (FDA) ; panobinostat (FDA) ; SB-743921 ; CR-1-31B ; paclitaxel (FDA) ; dasatinib (FDA)","procarbazine (FDA) ; MI-1 ; ML334 diastereomer ; myricetin ; nelarabine (FDA) ; BRD-K14844214 ; ML258 ; dacarbazine (FDA) ; SZ4TA2 ; AGK-2","419"
"994","SW620","Bowel","Colorectal Adenocarcinoma (COADREAD)",51,"Metastatic","lymph node","Male","oligomycin A ; leptomycin B ; ouabain ; BRD-K97651142 ; PD318088 ; MLN2238 ; methotrexate (FDA) ; selumetinib (FDA) ; panobinostat (FDA) ; CR-1-31B","darinaparsin ; vemurafenib (FDA) ; Ki8751 ; palmostatin B ; KH-CB19 ; JW-55 ; NPC-26 ; SB-431542 ; pitstop2 ; ML050","407"
"995","SW837","Bowel","Colorectal Adenocarcinoma (COADREAD)",53,"Primary","large intestine","Male",NA,NA,NA
"996","SW948","Bowel","Colorectal Adenocarcinoma (COADREAD)",81,"Primary","Colon","Female","1S-3R-RSL-3 ; panobinostat (FDA) ; SB-743921 ; leptomycin B ; docetaxel (FDA) ; brefeldin A ; BI-2536 (CTR) ; austocystin D ; AZD8055 (CTR) ; ouabain","procarbazine (FDA) ; NSC 74859 ; AZD7545 ; ML320 ; pifithrin-mu ; GANT-61 ; BRD-K88742110 ; bexarotene ; betulinic acid ; BMS-270394","403"
"997","T-47D","Breast","Breast Carcinoma (BRCA)",54,"Metastatic","pleural effusion","Female","panobinostat (FDA) ; 1S-3R-RSL-3 ; methotrexate (FDA) ; ML162 ; CAY10618 ; daporinad ; bardoxolone methyl ; ouabain ; brefeldin A ; oligomycin A","procarbazine (FDA) ; BRD-K17060750 ; MK-0752 ; GSK525762A ; sotrastaurin ; veliparib (CTR) ; birinapant ; BRD-K13999467 ; WAY-362450 ; CHIR-99021","421"
"998","T.T","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC)",67,"Metastatic","bone","Male",NA,NA,NA
"999","T1-73","Bone","Osteosarcoma (OS)",NA,"","fibroblast","Unknown",NA,NA,NA
"1000","T24","Bladder_Urinary_Tract","Bladder Urothelial Carcinoma (BLCA)",82,"Primary","urinary tract","Female","docetaxel (FDA) ; leptomycin B ; paclitaxel (FDA) ; SB-743921 ; CR-1-31B ; 1S-3R-RSL-3 ; panobinostat (FDA) ; MLN2238 ; vincristine (FDA) ; GSK461364","bexarotene ; WAY-362450 ; RO4929097 ; semagacestat ; NSC19630 ; austocystin D ; BRD-K52037352 ; procarbazine (FDA) ; BRD-K37390332 ; BRD-K17060750","419"
"1001","T3M-10","Lung","Non-Small Cell Lung Cancer (NSCLC)",40,"Metastatic","lung","Male","leptomycin B ; panobinostat (FDA) ; dasatinib (FDA) ; trametinib (FDA) ; CR-1-31B ; docetaxel (FDA) ; ouabain ; ABT-737 ; bardoxolone methyl ; omacetaxine mepesuccinate (FDA)","BRD-A02303741 ; NSC 74859 ; BRD8958 ; BMS-754807 ; ETP-46464 ; SB-525334 ; ML320 ; pifithrin-mu ; pyrazolanthrone ; nilotinib (FDA)","400"
"1002","T3M-4","Pancreas","Pancreatic Adenocarcinoma (PAAD)",64,"Primary","lymph node","Male",NA,NA,NA
"1003","T84","Bowel","Colorectal Adenocarcinoma (COADREAD)",72,"Metastatic","lung","Male","leptomycin B ; SB-743921 ; ouabain ; GSK461364 ; dinaciclib ; docetaxel (FDA) ; trametinib (FDA) ; brefeldin A ; austocystin D ; CR-1-31B","procarbazine (FDA) ; bexarotene ; SR1001 ; SJ-172550 ; BRD-A02303741 ; veliparib (CTR) ; CAY10576 ; ML334 diastereomer ; methotrexate (FDA) ; AT-406","397"
"1004","T98G","Brain_CNS","Diffuse Glioma (DIFG)",61,"Primary","central nervous system","Male","oligomycin A ; BRD-K97651142 ; methotrexate (FDA) ; ouabain ; panobinostat (FDA) ; leptomycin B ; AZD7762 (CTR) ; dasatinib (FDA) ; bardoxolone methyl ; MLN2238","ciclosporin ; birinapant ; ML334 diastereomer ; BRD1378 ; L-685458 ; BRD-K48477130 ; temozolomide ; BCL-LZH-4 ; BRD-K50799972 ; GSK4112","419"
"1005","TALL-1","Blood","Leukemia (LEUK)",28,"Primary","bone marrow","Male","panobinostat (FDA) ; SB-743921 ; leptomycin B ; barasertib ; vincristine (FDA) ; paclitaxel (FDA) ; ouabain ; teniposide (FDA) ; GSK461364 ; cytarabine hydrochloride","BRD-K64610608 ; EX-527 ; azacitidine (FDA) ; ML334 diastereomer ; isonicotinohydroxamic acid ; temozolomide ; BRD8958 ; GMX-1778 ; NPC-26 ; ifosfamide (FDA)","391"
"1006","TC-32","Bone","Ewing Sarcoma (ES)",17,"Primary","bone","Female",NA,NA,NA
"1007","TC-71","Bone","Ewing Sarcoma (ES)",22,"Primary","bone","Male","paclitaxel (FDA) ; docetaxel (FDA) ; dinaciclib ; SB-743921 ; panobinostat (FDA) ; BI-2536 (CTR) ; vincristine (FDA) ; leptomycin B ; omacetaxine mepesuccinate (FDA) ; CR-1-31B","BRD-K09587429 ; 16-beta-bromoandrosterone ; WAY-362450 ; erismodegib ; BRD-K17060750 ; MLN2480 ; JW-480 ; SB-431542 ; tamoxifen (FDA) ; BRD-K37390332","401"
"1008","TCC-PAN2","Pancreas",NA,47,"Metastatic","ascites","Female","leptomycin B ; panobinostat (FDA) ; AZD7762 (CTR) ; 1S-3R-RSL-3 ; AZD8055 (CTR) ; PD318088 ; SR-II-138A ; SB-743921 ; CR-1-31B ; SNX-2112","nelarabine (FDA) ; vemurafenib (FDA) ; ML334 diastereomer ; EX-527 ; BRD8958 ; BRD-K88742110 ; azacitidine (FDA) ; BRD-K17060750 ; BRD-K51490254 ; sorafenib","401"
"1009","TCCSUP","Bladder_Urinary_Tract","Bladder Urothelial Carcinoma (BLCA)",67,"Primary","urinary tract","Female","panobinostat (FDA) ; ouabain ; leptomycin B ; methotrexate (FDA) ; tanespimycin (CTR) ; AZD7762 (CTR) ; bardoxolone methyl ; YM-155 (CTR) ; SNX-2112 ; CR-1-31B","nelarabine (FDA) ; myricetin ; LY-2157299 ; BRD-K64610608 ; BRD-K30019337 ; BRD8958 ; BRD-K44224150 ; BRD-K28456706 ; BRD-K84807411 ; Compound 1541A","407"
"1010","TE 125.T","Soft_Tissue","Rhabdomyosarcoma (RMS)",1,"","fibroblast","Female",NA,NA,NA
"1011","TE 159.T","Soft_Tissue","Rhabdomyosarcoma (RMS)",6,"","fibroblast","Male",NA,NA,NA
"1012","TE 441.T","Soft_Tissue","Rhabdomyosarcoma (RMS)",14,"","soft tissue","Female","dinaciclib ; leptomycin B ; RITA ; doxorubicin (FDA) ; omacetaxine mepesuccinate (FDA) ; PF-3758309 ; SB-743921 ; CR-1-31B ; AT13387 (CTR) ; KPT185","BRD-K16147474 ; procarbazine (FDA) ; BRD-K48477130 ; MK-2206 (CTR) ; BRD-K09587429 ; elocalcitol ; PD318088 ; MI-1 ; BRD-K04800985 ; brivanib","400"
"1013","TE 617.T","Soft_Tissue","Rhabdomyosarcoma (RMS)",1,"Primary","soft tissue","Female","leptomycin B ; ouabain ; dinaciclib ; omacetaxine mepesuccinate (FDA) ; SB-743921 ; gemcitabine (FDA) ; CR-1-31B ; docetaxel (FDA) ; paclitaxel (FDA) ; YM-155 (CTR)","BRD-K50799972 ; ML334 diastereomer ; PLX-4720 ; BRD-K33199242 ; BRD-K85133207 ; sildenafil ; nelarabine (FDA) ; ML320 ; isonicotinohydroxamic acid ; BRD-K17060750","409"
"1014","TE-1","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC)",58,"Primary","oesophagus","Male","leptomycin B ; panobinostat (FDA) ; AZD7762 (CTR) ; daporinad ; CR-1-31B ; ouabain ; CAY10618 ; omacetaxine mepesuccinate (FDA) ; SR-II-138A ; obatoclax (CTR)","CI-976 ; temozolomide ; CID-5951923 ; KH-CB19 ; palmostatin B ; betulinic acid ; nintedanib ; ML239 ; BRD-K17060750 ; ABT-199","405"
"1015","TE-10","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC)",58,"Primary","oesophagus","Male","leptomycin B ; SB-743921 ; CR-1-31B ; ouabain ; panobinostat (FDA) ; methotrexate (FDA) ; BI-2536 (CTR) ; GSK461364 ; AZD7762 (CTR) ; SR-II-138A","azacitidine (FDA) ; BRD-K92856060 ; nelarabine (FDA) ; BRD-K64610608 ; EX-527 ; procarbazine (FDA) ; BRD8958 ; myricetin ; bendamustine (FDA) ; GDC-0879","399"
"1016","TE-11","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC)",58,"Primary","oesophagus","Male","SB-743921 ; leptomycin B ; paclitaxel (FDA) ; docetaxel (FDA) ; dinaciclib ; CR-1-31B ; ouabain ; BI-2536 (CTR) ; omacetaxine mepesuccinate (FDA) ; KX2-391","procarbazine (FDA) ; bexarotene ; BRD-K09587429 ; brivanib ; TG-100-115 ; pifithrin-mu ; manumycin A ; BRD-K16147474 ; ML334 diastereomer ; BRD-K50799972","414"
"1017","TE-14","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC)",57,"","oesophagus","Male","leptomycin B ; paclitaxel (FDA) ; SB-743921 ; BI-2536 (CTR) ; CR-1-31B ; docetaxel (FDA) ; panobinostat (FDA) ; dinaciclib ; ouabain ; methotrexate (FDA)","CI-976 ; BRD-K13999467 ; BRD1835 ; itraconazole (CTR) ; ML083 ; quizartinib (CTR) ; BRD4132 ; BRD8958 ; SJ-172550 ; salermide","419"
"1018","TE-15","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC)",58,"Primary","oesophagus","Female","SB-743921 ; docetaxel (FDA) ; paclitaxel (FDA) ; leptomycin B ; dinaciclib ; panobinostat (FDA) ; BI-2536 (CTR) ; CR-1-31B ; vincristine (FDA) ; KX2-391","betulinic acid ; ML320 ; Compound 1541A ; BRD5468 ; brivanib ; SRT-1720 ; dexamethasone ; procarbazine (FDA) ; BRD-K29313308 ; BRD8958","408"
"1019","TE-4","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC)",48,"","lymph node","Male","leptomycin B ; paclitaxel (FDA) ; SB-743921 ; afatinib (FDA) ; CR-1-31B ; rigosertib ; GSK461364 ; BI-2536 (CTR) ; SR-II-138A ; panobinostat (FDA)","BRD-K88742110 ; BRD-K64610608 ; BRD-K09344309 ; nelarabine (FDA) ; brivanib ; zebularine ; parthenolide ; NVP-ADW742 ; pifithrin-mu ; BRD-K51490254","379"
"1020","TE-5","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC)",73,"","oesophagus","Female","ouabain ; CR-1-31B ; leptomycin B ; panobinostat (FDA) ; dinaciclib ; 1S-3R-RSL-3 ; omacetaxine mepesuccinate (FDA) ; paclitaxel (FDA) ; ML162 ; docetaxel (FDA)","IC-87114 ; BRD8958 ; brivanib ; vemurafenib (FDA) ; linsitinib (CTR) ; birinapant ; palmostatin B ; BRD-K55116708 ; BRD-K42260513 ; BRD-K99006945","410"
"1021","TE-6","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC)",71,"","oesophagus","Male","leptomycin B ; GSK461364 ; paclitaxel (FDA) ; ouabain ; panobinostat (FDA) ; methotrexate (FDA) ; BI-2536 (CTR) ; CR-1-31B ; narciclasine ; AZD8055 (CTR)","ML334 diastereomer ; EX-527 ; BRD-K09344309 ; parthenolide ; BRD-K88742110 ; BRD-K64610608 ; zebularine ; NSC 74859 ; AT-406 ; olaparib (FDA)","365"
"1022","TE-8","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC)",63,"","oesophagus","Male","leptomycin B ; panobinostat (FDA) ; paclitaxel (FDA) ; vincristine (FDA) ; SB-743921 ; GSK461364 ; CAY10618 ; CR-1-31B ; AZD7762 (CTR) ; narciclasine","parthenolide ; birinapant ; nelarabine (FDA) ; BRD-K88742110 ; zebularine ; azacitidine (FDA) ; myricetin ; B02 ; BRD9876 ; GDC-0879","388"
"1023","TE-9","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC)",48,"Metastatic","pleural effusion","Male","leptomycin B ; SB-743921 ; GSK461364 ; ouabain ; CR-1-31B ; rigosertib ; panobinostat (FDA) ; methotrexate (FDA) ; narciclasine ; brefeldin A","CID-5951923 ; BRD-K92856060 ; darinaparsin ; CI-976 ; temozolomide ; CCT036477 ; regorafenib ; ML083 ; cyclophosphamide (FDA) ; ML203","397"
"1024","TEN","Uterus","Endometrial Carcinoma (UCEC)",74,"Primary","endometrium","Female",NA,NA,NA
"1025","TF-1","Blood","Leukemia (LEUK)",35,"","bone marrow","Male","leptomycin B ; methotrexate (FDA) ; panobinostat (FDA) ; daporinad ; CR-1-31B ; SB-743921 ; dinaciclib ; 1S-3R-RSL-3 ; ouabain ; SR-II-138A","IC-87114 ; erlotinib (FDA) ; BRD-K17060750 ; BRD-K37390332 ; BRD-K52037352 ; sirolimus (FDA) ; myricetin ; BRD-K09587429 ; dexamethasone ; palmostatin B","411"
"1026","TGBC11TKB","Esophagus_Stomach",NA,72,"Metastatic","lymph node","Female",NA,NA,NA
"1027","THP-1","Blood","Leukemia (LEUK)",1,"Primary","haematopoietic and lymphoid tissue","Male","leptomycin B ; vincristine (FDA) ; SB-743921 ; oligomycin A ; paclitaxel (FDA) ; doxorubicin (FDA) ; panobinostat (FDA) ; BI-2536 (CTR) ; CR-1-31B ; omacetaxine mepesuccinate (FDA)","BRD-M00053801 ; EX-527 ; BRD-K09344309 ; erlotinib (FDA) ; PRL-3 inhibitor I ; CIL70 ; ML320 ; abiraterone (FDA) ; A-804598 ; SJ-172550","383"
"1028","TIG-3 TD","Lung",NA,NA,"","fibroblast","Male",NA,NA,NA
"1029","TK10","Kidney","Renal Cell Carcinoma (RCC)",43,"Primary","kidney","Male",NA,NA,NA
"1030","TM-31","Brain_CNS","Diffuse Glioma (DIFG)",42,"Primary","central nervous system","Female","oligomycin A ; leptomycin B ; ouabain ; BRD-K97651142 ; 1S-3R-RSL-3 ; panobinostat (FDA) ; BI-2536 (CTR) ; ML162 ; ML210 ; omacetaxine mepesuccinate (FDA)","palmostatin B ; barasertib ; ML258 ; AZ-3146 ; MI-1 ; AGK-2 ; BRD8958 ; BRD5468 ; BRD-A02303741 ; importazole","407"
"1031","TM87","Soft_Tissue",NA,1,"Metastatic","pleural effusion","Male",NA,NA,NA
"1032","TO 175.T","Lymph","Hodgkin's Lymphoma (HL)",29,"Metastatic","lymph node","Male",NA,NA,NA
"1033","Toledo","Lymph","Non-Hodgkin's Lymphoma (NHL)",NA,"Primary","haematopoietic and lymphoid tissue","Female","AA-COCF3 ; doxorubicin (FDA) ; ciclosporin ; COL-3 ; apicidin ; foretinib (CTR) ; ML162 ; tosedostat ; CR-1-31B ; CD-437","tanespimycin (CTR) ; WAY-362450 ; procarbazine (FDA) ; barasertib ; GSK525762A ; tamatinib ; AZ-3146 ; pyrazolanthrone ; daporinad ; BRD-K11533227","266"
"1034","TOV-112D","Ovary","Ovarian Epithelial Tumor (OVT)",42,"Primary","ovary","Female","vincristine (FDA) ; leptomycin B ; SB-743921 ; BI-2536 (CTR) ; dinaciclib ; docetaxel (FDA) ; ouabain ; methotrexate (FDA) ; omacetaxine mepesuccinate (FDA) ; KX2-391","BRD-K09587429 ; ML320 ; BRD-K16147474 ; pifithrin-mu ; PLX-4720 ; myricetin ; GANT-61 ; BRD-K17060750 ; BRD-K50799972 ; SJ-172550","407"
"1035","TOV-21G","Ovary","Ovarian Epithelial Tumor (OVT)",62,"Primary","ovary","Female","oligomycin A ; BRD-K97651142 ; 1S-3R-RSL-3 ; ML210 ; leptomycin B ; YM-155 (CTR) ; ML162 ; dinaciclib ; omacetaxine mepesuccinate (FDA) ; HBX-41108","NVP-ADW742 ; BRD-A02303741 ; procarbazine (FDA) ; AZ-3146 ; Mdivi-1 ; erlotinib (FDA) ; L-685458 ; ML334 diastereomer ; MI-1 ; linsitinib (CTR)","324"
"1036","TT","Thyroid","Medullary Thyroid Cancer (THME)",77,"Primary","thyroid","Female","leptomycin B ; SB-743921 ; paclitaxel (FDA) ; ouabain ; SNS-032 ; CR-1-31B ; methotrexate (FDA) ; BI-2536 (CTR) ; GSK461364 ; narciclasine","ML203 ; BRD-K24690302 ; BRD-K34099515 ; BRD-K45681478 ; vemurafenib (FDA) ; BRD-K34485477 ; BRD-K88742110 ; BRD-A71883111 ; ML320 ; BRD-K33199242","404"
"1037","TT2609-C02","Thyroid","Follicular Thyroid Cancer (THFO)",57,"Primary","thyroid","Male","leptomycin B ; trametinib (FDA) ; CR-1-31B ; panobinostat (FDA) ; docetaxel (FDA) ; SB-743921 ; topotecan (FDA) ; BI-2536 (CTR) ; AZD8055 (CTR) ; bardoxolone methyl","lenvatinib ; Mdivi-1 ; BRD-K50799972 ; elocalcitol ; pifithrin-mu ; ML334 diastereomer ; procarbazine (FDA) ; veliparib (CTR) ; SRT-1720 ; WAY-362450","419"
"1038","TTC1240","Soft_Tissue",NA,0,"Metastatic","central nervous system","Female",NA,NA,NA
"1039","TTC549","Soft_Tissue",NA,6,"","soft tissue","Female",NA,NA,NA
"1040","TTC642","Soft_Tissue",NA,1,"","soft tissue","Female",NA,NA,NA
"1041","TTC709","Soft_Tissue",NA,0,"","soft tissue","Male",NA,NA,NA
"1042","TUHR10TKB","Kidney","Renal Cell Carcinoma (RCC)",69,"Primary","kidney","Male","leptomycin B ; panobinostat (FDA) ; navitoclax (CTR) ; cucurbitacin I ; narciclasine ; GSK461364 ; BRD-K63431240 ; BMS-536924 ; FQI-2 ; CIL55A","ouabain ; CID-5951923 ; PRIMA-1 ; PRL-3 inhibitor I ; bexarotene ; PD318088 ; BRD-K88742110 ; PYR-41 ; BRD4132 ; IU1","394"
"1043","TUHR14TKB","Kidney","Renal Cell Carcinoma (RCC)",NA,"Primary","kidney","Male","navitoclax (CTR) ; panobinostat (FDA) ; ABT-737 ; RITA ; obatoclax (CTR) ; ML162 ; 1S-3R-RSL-3 ; foretinib (CTR) ; KPT185 ; pluripotin","BRD-K66532283 ; EX-527 ; KX2-391 ; procarbazine (FDA) ; rigosertib ; BRD-A02303741 ; bexarotene ; SR1001 ; BRD-K71781559 ; daporinad","384"
"1044","TUHR4TKB","Kidney","Renal Cell Carcinoma (RCC)",60,"Primary","kidney","Male","leptomycin B ; 1S-3R-RSL-3 ; GSK461364 ; brefeldin A ; ouabain ; obatoclax (CTR) ; panobinostat (FDA) ; cucurbitacin I ; SB-743921 ; AZD7762 (CTR)","BMS-270394 ; BRD8899 ; dexamethasone ; tigecycline ; CAY10618 ; ML258 ; elocalcitol ; SB-525334 ; CID-5951923 ; oligomycin A","372"
"1045","TYK-nu","Ovary","Ovarian Epithelial Tumor (OVT)",38,"Primary","ovary","Female","oligomycin A ; leptomycin B ; ouabain ; 1S-3R-RSL-3 ; panobinostat (FDA) ; BRD-K97651142 ; narciclasine ; SN-38 ; bardoxolone methyl ; CR-1-31B","dexamethasone ; BRD-K33199242 ; BRD8899 ; BRD-K04800985 ; navitoclax (CTR) ; palmostatin B ; RG-108 ; PYR-41 ; MI-1 ; JW-480","407"
"1046","U-118 MG","Brain_CNS","Diffuse Glioma (DIFG)",47,"Primary","central nervous system","Male","ouabain ; panobinostat (FDA) ; methotrexate (FDA) ; leptomycin B ; daporinad ; docetaxel (FDA) ; SB-743921 ; AZD8055 (CTR) ; 1S-3R-RSL-3 ; paclitaxel (FDA)","SR1001 ; AGK-2 ; BIRB-796 ; BRD-K51831558 ; BMS-195614 ; necrostatin-7 ; Repligen 136 ; ML203 ; veliparib (CTR) ; sotrastaurin","419"
"1047","U-138 MG","Brain_CNS","Diffuse Glioma (DIFG)",47,"Primary","brain","Male",NA,NA,NA
"1048","U-178","Brain_CNS","Diffuse Glioma (DIFG)",56,"Primary","central nervous system","Male",NA,NA,NA
"1049","U-2 OS","Bone","Osteosarcoma (OS)",15,"Primary","bone","Female","leptomycin B ; ouabain ; panobinostat (FDA) ; narciclasine ; oligomycin A ; neopeltolide ; CR-1-31B ; pluripotin ; BI-2536 (CTR) ; doxorubicin (FDA)","CI-976 ; ML083 ; birinapant ; AC55649 ; necrostatin-7 ; SJ-172550 ; tacrolimus ; TGX-221 ; imatinib (FDA) ; cyclophosphamide (FDA)","335"
"1050","U-251 MG","Brain_CNS","Diffuse Glioma (DIFG)",75,"Primary","central nervous system","Male","oligomycin A ; panobinostat (FDA) ; ouabain ; YM-155 (CTR) ; BRD-K97651142 ; avicin D ; topotecan (FDA) ; omacetaxine mepesuccinate (FDA) ; vincristine (FDA) ; leptomycin B","GDC-0879 ; ruxolitinib ; NSC 74859 ; ML320 ; BRD-A02303741 ; procarbazine (FDA) ; dabrafenib (FDA) ; PLX-4720 ; Ki8751 ; linsitinib (CTR)","421"
"1051","U-87 MG","Brain_CNS","Diffuse Glioma (DIFG)",44,"Primary","central nervous system","Male","neopeltolide ; oligomycin A ; NSC30930 ; ouabain ; panobinostat (FDA) ; 1S-3R-RSL-3 ; BRD-K97651142 ; leptomycin B ; ML162 ; brefeldin A","BIRB-796 ; UNC0321 ; BRD-K41334119 ; BRD-K78574327 ; MI-1 ; GSK-3 inhibitor IX ; LY-2157299 ; neuronal differentiation inducer III ; nintedanib ; CAY10576","403"
"1052","U-937","Lymph","Non-Hodgkin's Lymphoma (NHL)",37,"Metastatic","pleural effusion","Male","paclitaxel (FDA) ; leptomycin B ; vincristine (FDA) ; SB-743921 ; BI-2536 (CTR) ; clofarabine (FDA) ; GSK461364 ; parbendazole ; doxorubicin (FDA) ; KX2-391","BRD-K64610608 ; isonicotinohydroxamic acid ; BRD-M00053801 ; CID-5951923 ; VAF-347 ; ML031 ; ML334 diastereomer ; BRD8958 ; BRD-K88742110 ; EX-527","396"
"1053","U-BLC1","Bladder_Urinary_Tract","Bladder Urothelial Carcinoma (BLCA)",84,"Primary","urinary tract","Female","afatinib (FDA) ; canertinib ; dasatinib (FDA) ; leptomycin B ; trametinib (FDA) ; SB-743921 ; neratinib ; panobinostat (FDA) ; ouabain ; paclitaxel (FDA)","SR1001 ; semagacestat ; pifithrin-mu ; indisulam ; zebularine ; WAY-362450 ; SJ-172550 ; BRD-A02303741 ; ML083 ; ML050","412"
"1054","U266B1","Blood","Multiple Myeloma (MM)",53,"","haematopoietic and lymphoid tissue","Male","leptomycin B ; SB-743921 ; paclitaxel (FDA) ; docetaxel (FDA) ; panobinostat (FDA) ; CR-1-31B ; dinaciclib ; GSK461364 ; BI-2536 (CTR) ; SR-II-138A","procarbazine (FDA) ; GDC-0879 ; BRD-K13999467 ; quizartinib (CTR) ; nilotinib (FDA) ; erismodegib ; SJ-172550 ; XL765 ; betulinic acid ; RG-108","410"
"1055","U343","Brain_CNS","Diffuse Glioma (DIFG)",64,"Primary","central nervous system","Male",NA,NA,NA
"1056","UACC-257","Skin","Melanoma (MEL)",NA,"Primary","skin","Unknown","panobinostat (FDA) ; methotrexate (FDA) ; trametinib (FDA) ; ouabain ; dabrafenib (FDA) ; dinaciclib ; YM-155 (CTR) ; oligomycin A ; MLN2238 ; leptomycin B","SRT-1720 ; BRD8958 ; procarbazine (FDA) ; birinapant ; ML320 ; chlorambucil (FDA) ; IC-87114 ; CHIR-99021 ; ML334 diastereomer ; decitabine (FDA)","416"
"1057","UACC-62","Skin","Melanoma (MEL)",NA,"Primary","skin","Unknown","oligomycin A ; trametinib (FDA) ; BRD-K97651142 ; panobinostat (FDA) ; dinaciclib ; leptomycin B ; dabrafenib (FDA) ; alvocidib (CTR) ; ouabain ; PD318088","ML320 ; fumonisin B1 ; barasertib ; fluorouracil (FDA) ; BRD-K28456706 ; BRD-K51831558 ; SRT-1720 ; BRD-K51490254 ; BRD-K09587429 ; BRD-K52037352","416"
"1058","UACC-812","Breast","Breast Carcinoma (BRCA)",43,"Primary","breast","Female","neratinib ; AZD8055 (CTR) ; AT13387 (CTR) ; ouabain ; dinaciclib ; oligomycin A ; afatinib (FDA) ; tanespimycin (CTR) ; SB-743921 ; austocystin D","procarbazine (FDA) ; istradefylline ; pifithrin-alpha ; NSC 74859 ; AA-COCF3 ; SRT-1720 ; SU11274 ; BCL-LZH-4 ; zebularine ; GSK525762A","88"
"1059","UACC-893","Breast","Breast Carcinoma (BRCA)",57,"Primary","breast","Female",NA,NA,NA
"1060","UM-UC-1","Bladder_Urinary_Tract","Bladder Urothelial Carcinoma (BLCA)",26,"Metastatic","lymph node","Male","oligomycin A ; leptomycin B ; dinaciclib ; ouabain ; AZD4547 ; panobinostat (FDA) ; trametinib (FDA) ; apicidin ; NVP-TAE684 ; pluripotin","BRD-K16147474 ; ML334 diastereomer ; TGX-221 ; nilotinib (FDA) ; TG-100-115 ; PLX-4720 ; BRD-K02251932 ; myricetin ; dacarbazine (FDA) ; BRD-K52037352","395"
"1061","UM-UC-3","Bladder_Urinary_Tract","Bladder Urothelial Carcinoma (BLCA)",NA,"Primary","urinary tract","Male","oligomycin A ; leptomycin B ; BRD-K97651142 ; ouabain ; SNX-2112 ; GSK461364 ; CAY10618 ; paclitaxel (FDA) ; pevonedistat (CTR) ; BI-2536 (CTR)","EX-527 ; parthenolide ; myricetin ; VAF-347 ; BRD-K64610608 ; BRD-K51490254 ; isonicotinohydroxamic acid ; pandacostat ; BRD-K16147474 ; tacedinaline","405"
